             2	2000-02-01 01:02:41	1	0	1	0
             3	2000-02-01 01:03:50	1	0	1	0
             4	2000-02-01 01:04:07	1	0	1	0
             4	2000-02-01 01:05:50	1	0	1	0
             5	2000-02-01 01:06:32	1	0	1	0
             2	2000-02-01 01:08:37	1	0	1	0
             1	2000-02-01 01:12:00	1	0	1	0
             2	2000-02-01 01:13:56	1	0	1	0
             2	2000-02-01 01:15:51	1	0	1	0
             2	2000-02-01 01:16:55	1	0	1	0
             1	2000-02-01 01:18:28	1	0	1	0
             2	2000-02-01 01:20:25	1	0	1	0
             1	2000-02-01 01:21:18	1	0	1	0
             2	2000-02-01 01:22:47	1	0	1	0
             2	2000-02-01 02:02:59	1	0	1	0
             2	2000-02-01 02:36:31	1	0	1	0
             2	2000-02-01 02:46:48	1	0	1	0
             2	2000-02-01 03:02:30	1	0	1	0
             1	2000-02-01 03:07:48	1	0	1	0
             2	2000-02-01 03:36:09	1	0	1	0
             2	2004-12-23 11:56:58	1	0	1	0
             2	2004-12-23 12:36:47	1	0	1	0
             2	2004-12-23 14:25:14	1	0	1	0
             2	2004-12-23 14:54:07	1	0	1	0
             2	2004-12-23 14:55:12	1	0	1	0
             1	2004-12-23 14:55:32	1	0	1	0
             1	2005-04-23 13:08:07	1	0	1	0
             2	2005-04-23 13:44:12	1	0	1	0
             1	2023-11-05 22:52:48	1	0	1	0
             2	2024-04-05 11:08:30	1	0	1	0
             1	2024-04-05 11:09:30	1	0	1	0
             2	2024-04-05 11:09:35	1	0	1	0
             2	2024-04-06 00:48:26	1	0	1	0
             1	2024-04-06 21:32:03	1	0	1	0
             2	2024-04-06 22:34:39	1	0	1	0
             2	2024-04-06 23:16:44	1	0	1	0
             1	2024-04-06 23:17:21	1	0	1	0
             2	2024-04-07 05:25:43	1	0	1	0
             2	2024-04-07 05:31:15	1	0	1	0
             2	2024-04-07 05:46:26	1	0	1	0
             2	2024-04-07 05:49:12	1	0	1	0
             2	2024-04-07 17:18:10	1	0	1	0
             2	2024-04-07 23:57:29	1	0	1	0
             2	2024-04-08 00:06:04	1	0	1	0
             2	2024-04-08 00:22:35	1	0	1	0
             1	2024-04-08 00:23:14	1	0	1	0
             2	2024-04-08 00:24:12	1	0	1	0
             2	2024-04-08 00:26:00	1	0	1	0
             2	2024-04-08 00:27:00	1	0	1	0
             2	2024-04-08 00:47:59	1	0	1	0
             2	2024-04-08 01:07:00	1	0	1	0
             1	2024-04-08 01:07:15	1	0	1	0
             2	2024-04-08 01:13:52	1	0	1	0
             2	2024-04-08 01:28:05	1	0	1	0
             1	2024-04-08 01:28:58	1	0	1	0
             2	2024-04-08 01:29:24	1	0	1	0
             2	2024-04-08 01:31:03	1	0	1	0
             2	2024-04-08 01:56:49	1	0	1	0
             2	2024-04-08 02:00:15	1	0	1	0
             1	2024-04-08 02:00:34	1	0	1	0
             2	2024-04-08 02:02:04	1	0	1	0
             2	2024-04-08 02:04:56	1	0	1	0
             2	2024-04-08 02:33:52	1	0	1	0
             2	2024-04-08 02:49:52	1	0	1	0
             2	2024-04-08 02:55:19	1	0	1	0
             1	2024-04-08 02:55:42	1	0	1	0
             2	2024-04-08 02:56:32	1	0	1	0
             2	2024-04-08 03:01:18	1	0	1	0
             2	2024-04-08 03:20:41	1	0	1	0
             2	2024-04-08 03:22:20	1	0	1	0
             2	2024-04-08 03:23:44	1	0	1	0
             2	2024-04-08 03:28:30	1	0	1	0
             1	2024-04-08 03:28:46	1	0	1	0
             2	2024-04-08 03:43:45	1	0	1	0
             2	2024-04-08 03:56:08	1	0	1	0
             2	2024-04-08 04:05:07	1	0	1	0
             2	2024-04-08 04:09:56	1	0	1	0
             2	2024-04-08 06:16:22	1	0	1	0
             2	2024-04-08 06:22:28	1	0	1	0
             2	2024-04-08 06:36:24	1	0	1	0
             1	2024-04-08 06:36:44	1	0	1	0
             2	2024-04-08 06:39:34	1	0	1	0
             2	2024-04-08 06:46:49	1	0	1	0
             2	2024-04-08 06:58:44	1	0	1	0
             2	2024-04-08 07:38:02	1	0	1	0
             1	2024-04-08 10:06:43	1	0	1	0
             1	2024-04-08 10:15:52	1	0	1	0
             2	2024-04-08 13:22:06	1	0	1	0
             2	2024-04-08 15:07:14	1	0	1	0
             1	2024-04-08 15:07:51	1	0	1	0
             1	2024-04-08 15:11:31	1	0	1	0
             2	2024-05-08 23:43:40	1	0	1	0
             1	2024-05-08 23:48:00	1	0	1	0
             2	2024-05-08 23:48:36	1	0	1	0
             1	2024-05-08 23:49:23	1	0	1	0
             1	2024-05-09 00:39:38	1	0	1	0
             2	2024-05-09 00:40:51	1	0	1	0
             1	2024-05-09 00:41:06	1	0	1	0
             2	2024-05-09 00:42:05	1	0	1	0
             2	2024-05-09 01:00:17	1	0	1	0
             2	2024-05-09 01:03:16	1	0	1	0
             1	2024-06-21 23:45:00	1	0	1	0
             1	2024-06-21 23:47:47	1	0	1	0
             1	2024-06-28 19:11:37	1	0	1	0
             1	2024-06-28 19:19:34	1	0	1	0
             2	2024-06-28 19:23:37	1	0	1	0
             1	2024-06-28 19:38:45	1	0	1	0
             1	2024-06-28 19:39:48	1	0	1	0
             2	2024-06-28 19:46:13	1	0	1	0
             2	2024-06-28 19:47:48	1	0	1	0
             1	2024-06-28 19:48:42	1	0	1	0
             2	2024-06-28 21:50:00	1	0	1	0
             4	2024-06-28 21:51:30	1	0	1	0
             1	2024-06-28 21:57:12	1	0	1	0
             1	2024-06-28 22:32:10	1	0	1	0
             2	2024-06-28 22:32:42	1	0	1	0
             1	2024-06-28 22:34:19	1	0	1	0
             1	2024-06-28 22:36:32	1	0	1	0
             2	2024-06-28 22:37:08	1	0	1	0
             1	2024-06-28 22:40:29	1	0	1	0
             1	2024-06-28 22:42:11	1	0	1	0
             2	2024-06-28 22:44:47	1	0	1	0
             4	2024-06-28 22:44:52	1	0	1	0
             1	2024-06-28 22:44:56	1	0	1	0
             1	2024-06-28 22:52:02	1	0	1	0
             2	2024-06-28 22:52:22	1	0	1	0
             4	2024-06-28 22:54:26	1	0	1	0
             2	2024-06-28 23:30:03	1	0	1	0
             4	2024-06-28 23:50:50	1	0	1	0
             4	2024-06-29 00:36:32	1	0	1	0
             2	2024-07-04 09:28:58	1	0	1	0
             4	2024-07-04 16:30:49	1	0	1	0
             1	2024-07-04 16:52:50	1	0	1	0
             3	2024-07-04 18:27:49	1	0	1	0
             4	2024-07-04 18:30:00	1	0	1	0
             4	2024-07-04 18:32:06	1	0	1	0
             5	2024-07-04 18:32:26	1	0	1	0
             4	2024-07-04 18:42:15	1	0	1	0
             4	2024-07-04 19:05:39	1	0	1	0
             1	2024-07-04 19:10:50	1	0	1	0
             5	2024-07-04 19:11:17	1	0	1	0
             2	2024-07-04 19:11:20	1	0	1	0
             3	2024-07-04 19:11:24	1	0	1	0
             1	2024-07-04 19:12:07	1	0	1	0
             4	2024-07-04 19:19:55	1	0	1	0
             4	2024-07-04 22:49:17	1	0	1	0
             4	2024-07-04 22:55:29	1	0	1	0
             2	2024-07-05 00:28:46	1	0	1	0
             4	2024-07-05 19:18:12	1	0	1	0
             2	2024-07-05 19:20:55	1	0	1	0
             2	2024-07-05 19:22:10	1	0	1	0
             2	2024-07-05 19:28:58	1	0	1	0
             2	2024-07-05 19:34:05	1	0	1	0
             5	2024-07-05 19:34:26	1	0	1	0
             4	2024-07-05 22:32:24	1	0	1	0
             4	2024-07-05 22:48:55	1	0	1	0
             3	2024-07-08 17:56:40	1	0	1	0
             2	2024-07-12 00:02:50	1	0	1	0
             2	2024-07-12 00:04:09	1	0	1	0
            36	2024-07-24 18:24:58	1	0	2	0
             2	2024-07-25 18:58:32	1	0	1	0
            36	2024-07-25 19:00:06	1	0	0	0
